"contact","CIN","current_index","difference","total","month","year"
"Joy Rich","12344019",12369,458,229,6,2022
"Joy Rich","12344019",11911,437,218.5,5,2022
"Joy Rich","12344019",11474,444,222,4,2022
"Joy Rich","12344019",11030,440,220,3,2022
"Joy Rich","12344019",10590,401,200.5,2,2022
"Joy Rich","12344019",10189,338,169,1,2022
"Joy Rich","12344019",9851,462,231,12,2021
"Joy Rich","12344019",9389,372,186,11,2021
"Joy Rich","12344019",9017,330,165,10,2021
"Joy Rich","12344019",8687,303,151.5,9,2021
"Joy Rich","12344019",8384,415,207.5,8,2021
"Joy Rich","12344019",7969,393,196.5,7,2021
"Joy Rich","12344019",7576,359,179.5,6,2021
"Joy Rich","12344019",7217,327,163.5,5,2021
"Joy Rich","12344019",6890,503,251.5,4,2021
"Joy Rich","12344019",6387,426,213,3,2021
"Joy Rich","12344019",5961,420,210,2,2021
"Joy Rich","12344019",5541,411,205.5,1,2021
"Joy Rich","12344019",5130,364,182,12,2020
"Joy Rich","12344019",4766,581,290.5,11,2020
"Joy Rich","12344019",4185,458,229,10,2020
"Joy Rich","12344019",3727,340,170,9,2020
"Joy Rich","12344019",3387,550,275,8,2020
"Joy Rich","12344019",2837,363,181.5,7,2020
"Joy Rich","12344019",2474,582,291,6,2020
"Joy Rich","12344019",1892,527,263.5,5,2020
"Joy Rich","12344019",1365,421,210.5,4,2020
"Joy Rich","12344019",944,325,162.5,3,2020
"Joy Rich","12344019",619,319,159.5,2,2020
"Joy Rich","12344019",300,300,150,1,2020
"Joseph Savage","12344018",30095,593,296.5,8,2025
"Joseph Savage","12344018",29502,435,217.5,7,2025
"Joseph Savage","12344018",29067,499,249.5,6,2025
"Joseph Savage","12344018",28568,389,194.5,5,2025
"Joseph Savage","12344018",28179,536,268,4,2025
"Joseph Savage","12344018",27643,353,176.5,3,2025
"Joseph Savage","12344018",27290,406,203,2,2025
"Joseph Savage","12344018",26884,427,213.5,1,2025
"Joseph Savage","12344018",26457,317,158.5,12,2024
"Joseph Savage","12344018",26140,417,208.5,11,2024
"Joseph Savage","12344018",25723,318,159,10,2024
"Joseph Savage","12344018",25405,564,282,9,2024
"Joseph Savage","12344018",24841,588,294,8,2024
"Joseph Savage","12344018",24253,341,170.5,7,2024
"Joseph Savage","12344018",23912,596,298,6,2024
"Joseph Savage","12344018",23316,564,282,5,2024
"Joseph Savage","12344018",22752,491,245.5,4,2024
"Joseph Savage","12344018",22261,575,287.5,3,2024
"Joseph Savage","12344018",21686,466,233,2,2024
"Joseph Savage","12344018",21220,416,208,1,2024
"Joseph Savage","12344018",20804,375,187.5,12,2023
"Joseph Savage","12344018",20429,413,206.5,11,2023
"Joseph Savage","12344018",20016,428,214,10,2023
"Joseph Savage","12344018",19588,573,286.5,9,2023
"Joseph Savage","12344018",19015,378,189,8,2023
"Joseph Savage","12344018",18637,554,277,7,2023
"Joseph Savage","12344018",18083,315,157.5,6,2023
"Joseph Savage","12344018",17768,517,258.5,5,2023
"Joseph Savage","12344018",17251,413,206.5,4,2023
"Joseph Savage","12344018",16838,506,253,3,2023
"Joseph Savage","12344018",16332,543,271.5,2,2023
"Joseph Savage","12344018",15789,592,296,1,2023
"Joseph Savage","12344018",15197,583,291.5,12,2022
"Joseph Savage","12344018",14614,506,253,11,2022
"Joseph Savage","12344018",14108,564,282,10,2022
"Joseph Savage","12344018",13544,303,151.5,9,2022
"Joseph Savage","12344018",13241,361,180.5,8,2022
"Joseph Savage","12344018",12880,511,255.5,7,2022
"Joseph Savage","12344018",12369,458,229,6,2022
"Joseph Savage","12344018",11911,437,218.5,5,2022
"Joseph Savage","12344018",11474,444,222,4,2022
"Joseph Savage","12344018",11030,440,220,3,2022
"Joseph Savage","12344018",10590,401,200.5,2,2022
"Joseph Savage","12344018",10189,338,169,1,2022
"Joseph Savage","12344018",9851,462,231,12,2021
"Joseph Savage","12344018",9389,372,186,11,2021
"Joseph Savage","12344018",9017,330,165,10,2021
"Joseph Savage","12344018",8687,303,151.5,9,2021
"Joseph Savage","12344018",8384,415,207.5,8,2021
"Joseph Savage","12344018",7969,393,196.5,7,2021
"Joseph Savage","12344018",7576,359,179.5,6,2021
"Joseph Savage","12344018",7217,327,163.5,5,2021
"Joseph Savage","12344018",6890,503,251.5,4,2021
"Joseph Savage","12344018",6387,426,213,3,2021
"Joseph Savage","12344018",5961,420,210,2,2021
"Joseph Savage","12344018",5541,411,205.5,1,2021
"Joseph Savage","12344018",5130,364,182,12,2020
"Joseph Savage","12344018",4766,581,290.5,11,2020
"Joseph Savage","12344018",4185,458,229,10,2020
"Joseph Savage","12344018",3727,340,170,9,2020
"Joseph Savage","12344018",3387,550,275,8,2020
"Joseph Savage","12344018",2837,363,181.5,7,2020
"Joseph Savage","12344018",2474,582,291,6,2020
"Joseph Savage","12344018",1892,527,263.5,5,2020
"Joseph Savage","12344018",1365,421,210.5,4,2020
"Joseph Savage","12344018",944,325,162.5,3,2020
"Joseph Savage","12344018",619,319,159.5,2,2020
"Joseph Savage","12344018",300,300,150,1,2020
"Jose Miller","12344017",30083,348,174,8,2025
"Jose Miller","12344017",29735,378,189,7,2025
"Jose Miller","12344017",29357,513,256.5,6,2025
"Jose Miller","12344017",28844,598,299,5,2025
"Jose Miller","12344017",28246,403,201.5,4,2025
"Jose Miller","12344017",27843,558,279,3,2025
"Jose Miller","12344017",27285,399,199.5,2,2025
"Jose Miller","12344017",26886,478,239,1,2025
"Jose Miller","12344017",26408,372,186,12,2024
"Jose Miller","12344017",26036,479,239.5,11,2024
"Jose Miller","12344017",25557,387,193.5,10,2024
"Jose Miller","12344017",25170,523,261.5,9,2024
"Jose Miller","12344017",24647,349,174.5,8,2024
"Jose Miller","12344017",24298,355,177.5,7,2024
"Jose Miller","12344017",23943,544,272,6,2024
"Jose Miller","12344017",23399,502,251,5,2024
"Jose Miller","12344017",22897,384,192,4,2024
"Jose Miller","12344017",22513,539,269.5,3,2024
"Jose Miller","12344017",21974,352,176,2,2024
"Jose Miller","12344017",21622,324,162,1,2024
"Jose Miller","12344017",21298,306,153,12,2023
"Jose Miller","12344017",20992,349,174.5,11,2023
"Jose Miller","12344017",20643,487,243.5,10,2023
"Jose Miller","12344017",20156,537,268.5,9,2023
"Jose Miller","12344017",19619,442,221,8,2023
"Jose Miller","12344017",19177,351,175.5,7,2023
"Jose Miller","12344017",18826,348,174,6,2023
"Jose Miller","12344017",18478,469,234.5,5,2023
"Jose Miller","12344017",18009,411,205.5,4,2023
"Jose Miller","12344017",17598,405,202.5,3,2023
"Jose Miller","12344017",17193,480,240,2,2023
"Jose Miller","12344017",16713,567,283.5,1,2023
"Jose Miller","12344017",16146,404,202,12,2022
"Jose Miller","12344017",15742,395,197.5,11,2022
"Jose Miller","12344017",15347,301,150.5,10,2022
"Jose Miller","12344017",15046,547,273.5,9,2022
"Jose Miller","12344017",14499,303,151.5,8,2022
"Jose Miller","12344017",14196,310,155,7,2022
"Jose Miller","12344017",13886,326,163,6,2022
"Jose Miller","12344017",13560,404,202,5,2022
"Jose Miller","12344017",13156,399,199.5,4,2022
"Jose Miller","12344017",12757,394,197,3,2022
"Jose Miller","12344017",12363,365,182.5,2,2022
"Jose Miller","12344017",11998,331,165.5,1,2022
"Jose Miller","12344017",11667,529,264.5,12,2021
"Jose Miller","12344017",11138,477,238.5,11,2021
"Jose Miller","12344017",10661,424,212,10,2021
"Jose Miller","12344017",10237,579,289.5,9,2021
"Jose Miller","12344017",9658,574,287,8,2021
"Jose Miller","12344017",9084,491,245.5,7,2021
"Jose Miller","12344017",8593,582,291,6,2021
"Jose Miller","12344017",8011,366,183,5,2021
"Jose Miller","12344017",7645,578,289,4,2021
"Jose Miller","12344017",7067,538,269,3,2021
"Jose Miller","12344017",6529,432,216,2,2021
"Jose Miller","12344017",6097,557,278.5,1,2021
"Jose Miller","12344017",5540,525,262.5,12,2020
"Jose Miller","12344017",5015,405,202.5,11,2020
"Jose Miller","12344017",4610,581,290.5,10,2020
"Jose Miller","12344017",4029,554,277,9,2020
"Jose Miller","12344017",3475,346,173,8,2020
"Jose Miller","12344017",3129,534,267,7,2020
"Jose Miller","12344017",2595,545,272.5,6,2020
"Jose Miller","12344017",2050,498,249,5,2020
"Jose Miller","12344017",1552,385,192.5,4,2020
"Jose Miller","12344017",1167,325,162.5,3,2020
"Jose Miller","12344017",842,542,271,2,2020
"Jose Miller","12344017",300,300,150,1,2020
"Jonathan Gill","12344016",30979,431,215.5,8,2025
"Jonathan Gill","12344016",30548,480,240,7,2025
"Jonathan Gill","12344016",30068,510,255,6,2025
"Jonathan Gill","12344016",29558,389,194.5,5,2025
"Jonathan Gill","12344016",29169,589,294.5,4,2025
"Jonathan Gill","12344016",28580,476,238,3,2025
"Jonathan Gill","12344016",28104,423,211.5,2,2025
"Jonathan Gill","12344016",27681,311,155.5,1,2025
"Jonathan Gill","12344016",27370,459,229.5,12,2024
"Jonathan Gill","12344016",26911,515,257.5,11,2024
"Jonathan Gill","12344016",26396,532,266,10,2024
"Jonathan Gill","12344016",25864,450,225,9,2024
"Jonathan Gill","12344016",25414,332,166,8,2024
"Jonathan Gill","12344016",25082,574,287,7,2024
"Jonathan Gill","12344016",24508,591,295.5,6,2024
"Jonathan Gill","12344016",23917,440,220,5,2024
"Jonathan Gill","12344016",23477,471,235.5,4,2024
"Jonathan Gill","12344016",23006,358,179,3,2024
"Jonathan Gill","12344016",22648,585,292.5,2,2024
"Jonathan Gill","12344016",22063,487,243.5,1,2024
"Jonathan Gill","12344016",21576,534,267,12,2023
"Jonathan Gill","12344016",21042,472,236,11,2023
"Jonathan Gill","12344016",20570,381,190.5,10,2023
"Jonathan Gill","12344016",20189,343,171.5,9,2023
"Jonathan Gill","12344016",19846,441,220.5,8,2023
"Jonathan Gill","12344016",19405,473,236.5,7,2023
"Jonathan Gill","12344016",18932,542,271,6,2023
"Jonathan Gill","12344016",18390,500,250,5,2023
"Jonathan Gill","12344016",17890,499,249.5,4,2023
"Jonathan Gill","12344016",17391,537,268.5,3,2023
"Jonathan Gill","12344016",16854,473,236.5,2,2023
"Jonathan Gill","12344016",16381,425,212.5,1,2023
"Jonathan Gill","12344016",15956,533,266.5,12,2022
"Jonathan Gill","12344016",15423,435,217.5,11,2022
"Jonathan Gill","12344016",14988,531,265.5,10,2022
"Jonathan Gill","12344016",14457,595,297.5,9,2022
"Jonathan Gill","12344016",13862,432,216,8,2022
"Jonathan Gill","12344016",13430,466,233,7,2022
"Jonathan Gill","12344016",12964,373,186.5,6,2022
"Jonathan Gill","12344016",12591,386,193,5,2022
"Jonathan Gill","12344016",12205,416,208,4,2022
"Jonathan Gill","12344016",11789,491,245.5,3,2022
"Jonathan Gill","12344016",11298,562,281,2,2022
"Jonathan Gill","12344016",10736,331,165.5,1,2022
"Jonathan Gill","12344016",10405,556,278,12,2021
"Jonathan Gill","12344016",9849,564,282,11,2021
"Jonathan Gill","12344016",9285,304,152,10,2021
"Jonathan Gill","12344016",8981,335,167.5,9,2021
"Jonathan Gill","12344016",8646,476,238,8,2021
"Jonathan Gill","12344016",8170,477,238.5,7,2021
"Jonathan Gill","12344016",7693,312,156,6,2021
"Jonathan Gill","12344016",7381,441,220.5,5,2021
"Jonathan Gill","12344016",6940,392,196,4,2021
"Jonathan Gill","12344016",6548,487,243.5,3,2021
"Jonathan Gill","12344016",6061,503,251.5,2,2021
"Jonathan Gill","12344016",5558,571,285.5,1,2021
"Jonathan Gill","12344016",4987,402,201,12,2020
"Jonathan Gill","12344016",4585,301,150.5,11,2020
"Jonathan Gill","12344016",4284,386,193,10,2020
"Jonathan Gill","12344016",3898,455,227.5,9,2020
"Jonathan Gill","12344016",3443,358,179,8,2020
"Jonathan Gill","12344016",3085,350,175,7,2020
"Jonathan Gill","12344016",2735,588,294,6,2020
"Jonathan Gill","12344016",2147,573,286.5,5,2020
"Jonathan Gill","12344016",1574,419,209.5,4,2020
"Jonathan Gill","12344016",1155,458,229,3,2020
"Jonathan Gill","12344016",697,397,198.5,2,2020
"Jonathan Gill","12344016",300,300,150,1,2020
"Jonathan Garcia","12344015",30651,514,257,8,2025
"Jonathan Garcia","12344015",30137,545,272.5,7,2025
"Jonathan Garcia","12344015",29592,488,244,6,2025
"Jonathan Garcia","12344015",29104,465,232.5,5,2025
"Jonathan Garcia","12344015",28639,315,157.5,4,2025
"Jonathan Garcia","12344015",28324,472,236,3,2025
"Jonathan Garcia","12344015",27852,315,157.5,2,2025
"Jonathan Garcia","12344015",27537,427,213.5,1,2025
"Jonathan Garcia","12344015",27110,531,265.5,12,2024
"Jonathan Garcia","12344015",26579,575,287.5,11,2024
"Jonathan Garcia","12344015",26004,509,254.5,10,2024
"Jonathan Garcia","12344015",25495,579,289.5,9,2024
"Jonathan Garcia","12344015",24916,491,245.5,8,2024
"Jonathan Garcia","12344015",24425,450,225,7,2024
"Jonathan Garcia","12344015",23975,340,170,6,2024
"Jonathan Garcia","12344015",23635,437,218.5,5,2024
"Jonathan Garcia","12344015",23198,464,232,4,2024
"Jonathan Garcia","12344015",22734,315,157.5,3,2024
"Jonathan Garcia","12344015",22419,550,275,2,2024
"Jonathan Garcia","12344015",21869,587,293.5,1,2024
"Jonathan Garcia","12344015",21282,379,189.5,12,2023
"Jonathan Garcia","12344015",20903,546,273,11,2023
"Jonathan Garcia","12344015",20357,478,239,10,2023
"Jonathan Garcia","12344015",19879,555,277.5,9,2023
"Jonathan Garcia","12344015",19324,567,283.5,8,2023
"Jonathan Garcia","12344015",18757,595,297.5,7,2023
"Jonathan Garcia","12344015",18162,333,166.5,6,2023
"Jonathan Garcia","12344015",17829,501,250.5,5,2023
"Jonathan Garcia","12344015",17328,590,295,4,2023
"Jonathan Garcia","12344015",16738,422,211,3,2023
"Jonathan Garcia","12344015",16316,570,285,2,2023
"Jonathan Garcia","12344015",15746,319,159.5,1,2023
"Jonathan Garcia","12344015",15427,434,217,12,2022
"Jonathan Garcia","12344015",14993,534,267,11,2022
"Jonathan Garcia","12344015",14459,495,247.5,10,2022
"Jonathan Garcia","12344015",13964,370,185,9,2022
"Jonathan Garcia","12344015",13594,381,190.5,8,2022
"Jonathan Garcia","12344015",13213,535,267.5,7,2022
"Jonathan Garcia","12344015",12678,538,269,6,2022
"Jonathan Garcia","12344015",12140,303,151.5,5,2022
"Jonathan Garcia","12344015",11837,312,156,4,2022
"Jonathan Garcia","12344015",11525,562,281,3,2022
"Jonathan Garcia","12344015",10963,327,163.5,2,2022
"Jonathan Garcia","12344015",10636,344,172,1,2022
"Jonathan Garcia","12344015",10292,368,184,12,2021
"Jonathan Garcia","12344015",9924,560,280,11,2021
"Jonathan Garcia","12344015",9364,397,198.5,10,2021
"Jonathan Garcia","12344015",8967,519,259.5,9,2021
"Jonathan Garcia","12344015",8448,458,229,8,2021
"Jonathan Garcia","12344015",7990,325,162.5,7,2021
"Jonathan Garcia","12344015",7665,390,195,6,2021
"Jonathan Garcia","12344015",7275,333,166.5,5,2021
"Jonathan Garcia","12344015",6942,370,185,4,2021
"Jonathan Garcia","12344015",6572,480,240,3,2021
"Jonathan Garcia","12344015",6092,531,265.5,2,2021
"Jonathan Garcia","12344015",5561,543,271.5,1,2021
"Jonathan Garcia","12344015",5018,589,294.5,12,2020
"Jonathan Garcia","12344015",4429,492,246,11,2020
"Jonathan Garcia","12344015",3937,390,195,10,2020
"Jonathan Garcia","12344015",3547,473,236.5,9,2020
"Jonathan Garcia","12344015",3074,398,199,8,2020
"Jonathan Garcia","12344015",2676,470,235,7,2020
"Jonathan Garcia","12344015",2206,468,234,6,2020
"Jonathan Garcia","12344015",1738,367,183.5,5,2020
"Jonathan Garcia","12344015",1371,314,157,4,2020
"Jonathan Garcia","12344015",1057,404,202,3,2020
"Jonathan Garcia","12344015",653,353,176.5,2,2020
"Jonathan Garcia","12344015",300,300,150,1,2020
"John Torres","12344014",29154,469,234.5,8,2025
"John Torres","12344014",28685,344,172,7,2025
"John Torres","12344014",28341,385,192.5,6,2025
"John Torres","12344014",27956,329,164.5,5,2025
"John Torres","12344014",27627,411,205.5,4,2025
"John Torres","12344014",27216,561,280.5,3,2025
"John Torres","12344014",26655,377,188.5,2,2025
"John Torres","12344014",26278,327,163.5,1,2025
"John Torres","12344014",25951,486,243,12,2024
"John Torres","12344014",25465,341,170.5,11,2024
"John Torres","12344014",25124,389,194.5,10,2024
"John Torres","12344014",24735,351,175.5,9,2024
"John Torres","12344014",24384,462,231,8,2024
"John Torres","12344014",23922,358,179,7,2024
"John Torres","12344014",23564,573,286.5,6,2024
"John Torres","12344014",22991,446,223,5,2024
"John Torres","12344014",22545,421,210.5,4,2024
"John Torres","12344014",22124,555,277.5,3,2024
"John Torres","12344014",21569,361,180.5,2,2024
"John Torres","12344014",21208,449,224.5,1,2024
"John Torres","12344014",20759,492,246,12,2023
"John Torres","12344014",20267,485,242.5,11,2023
"John Torres","12344014",19782,377,188.5,10,2023
"John Torres","12344014",19405,424,212,9,2023
"John Torres","12344014",18981,350,175,8,2023
"John Torres","12344014",18631,397,198.5,7,2023
"John Torres","12344014",18234,385,192.5,6,2023
"John Torres","12344014",17849,379,189.5,5,2023
"John Torres","12344014",17470,510,255,4,2023
"John Torres","12344014",16960,372,186,3,2023
"John Torres","12344014",16588,587,293.5,2,2023
"John Torres","12344014",16001,311,155.5,1,2023
"John Torres","12344014",15690,563,281.5,12,2022
"John Torres","12344014",15127,428,214,11,2022
"John Torres","12344014",14699,592,296,10,2022
"John Torres","12344014",14107,474,237,9,2022
"John Torres","12344014",13633,568,284,8,2022
"John Torres","12344014",13065,423,211.5,7,2022
"John Torres","12344014",12642,510,255,6,2022
"John Torres","12344014",12132,320,160,5,2022
"John Torres","12344014",11812,339,169.5,4,2022
"John Torres","12344014",11473,462,231,3,2022
"John Torres","12344014",11011,527,263.5,2,2022
"John Torres","12344014",10484,316,158,1,2022
"John Torres","12344014",10168,319,159.5,12,2021
"John Torres","12344014",9849,513,256.5,11,2021
"John Torres","12344014",9336,380,190,10,2021
"John Torres","12344014",8956,589,294.5,9,2021
"John Torres","12344014",8367,564,282,8,2021
"John Torres","12344014",7803,508,254,7,2021
"John Torres","12344014",7295,455,227.5,6,2021
"John Torres","12344014",6840,310,155,5,2021
"John Torres","12344014",6530,580,290,4,2021
"John Torres","12344014",5950,336,168,3,2021
"John Torres","12344014",5614,386,193,2,2021
"John Torres","12344014",5228,432,216,1,2021
"John Torres","12344014",4796,385,192.5,12,2020
"John Torres","12344014",4411,501,250.5,11,2020
"John Torres","12344014",3910,410,205,10,2020
"John Torres","12344014",3500,351,175.5,9,2020
"John Torres","12344014",3149,531,265.5,8,2020
"John Torres","12344014",2618,330,165,7,2020
"John Torres","12344014",2288,308,154,6,2020
"John Torres","12344014",1980,404,202,5,2020
"John Torres","12344014",1576,475,237.5,4,2020
"John Torres","12344014",1101,368,184,3,2020
"John Torres","12344014",733,433,216.5,2,2020
"John Torres","12344014",300,300,150,1,2020
"John Reed","12344013",30449,393,196.5,8,2025
"John Reed","12344013",30056,462,231,7,2025
"John Reed","12344013",29594,489,244.5,6,2025
"John Reed","12344013",29105,571,285.5,5,2025
"John Reed","12344013",28534,407,203.5,4,2025
"John Reed","12344013",28127,459,229.5,3,2025
"John Reed","12344013",27668,361,180.5,2,2025
"John Reed","12344013",27307,535,267.5,1,2025
"John Reed","12344013",26772,468,234,12,2024
"John Reed","12344013",26304,416,208,11,2024
"John Reed","12344013",25888,498,249,10,2024
"John Reed","12344013",25390,369,184.5,9,2024
"John Reed","12344013",25021,600,300,8,2024
"John Reed","12344013",24421,386,193,7,2024
"John Reed","12344013",24035,517,258.5,6,2024
"John Reed","12344013",23518,456,228,5,2024
"John Reed","12344013",23062,452,226,4,2024
"John Reed","12344013",22610,371,185.5,3,2024
"John Reed","12344013",22239,456,228,2,2024
"John Reed","12344013",21783,511,255.5,1,2024
"John Reed","12344013",21272,484,242,12,2023
"John Reed","12344013",20788,356,178,11,2023
"John Reed","12344013",20432,414,207,10,2023
"John Reed","12344013",20018,444,222,9,2023
"John Reed","12344013",19574,587,293.5,8,2023
"John Reed","12344013",18987,383,191.5,7,2023
"John Reed","12344013",18604,363,181.5,6,2023
"John Reed","12344013",18241,435,217.5,5,2023
"John Reed","12344013",17806,389,194.5,4,2023
"John Reed","12344013",17417,346,173,3,2023
"John Reed","12344013",17071,397,198.5,2,2023
"John Reed","12344013",16674,326,163,1,2023
"John Reed","12344013",16348,338,169,12,2022
"John Reed","12344013",16010,346,173,11,2022
"John Reed","12344013",15664,354,177,10,2022
"John Reed","12344013",15310,585,292.5,9,2022
"John Reed","12344013",14725,368,184,8,2022
"John Reed","12344013",14357,342,171,7,2022
"John Reed","12344013",14015,597,298.5,6,2022
"John Reed","12344013",13418,392,196,5,2022
"John Reed","12344013",13026,519,259.5,4,2022
"John Reed","12344013",12507,380,190,3,2022
"John Reed","12344013",12127,571,285.5,2,2022
"John Reed","12344013",11556,466,233,1,2022
"John Reed","12344013",11090,538,269,12,2021
"John Reed","12344013",10552,461,230.5,11,2021
"John Reed","12344013",10091,344,172,10,2021
"John Reed","12344013",9747,431,215.5,9,2021
"John Reed","12344013",9316,522,261,8,2021
"John Reed","12344013",8794,372,186,7,2021
"John Reed","12344013",8422,447,223.5,6,2021
"John Reed","12344013",7975,558,279,5,2021
"John Reed","12344013",7417,441,220.5,4,2021
"John Reed","12344013",6976,468,234,3,2021
"John Reed","12344013",6508,559,279.5,2,2021
"John Reed","12344013",5949,454,227,1,2021
"John Reed","12344013",5495,493,246.5,12,2020
"John Reed","12344013",5002,446,223,11,2020
"John Reed","12344013",4556,552,276,10,2020
"John Reed","12344013",4004,537,268.5,9,2020
"John Reed","12344013",3467,544,272,8,2020
"John Reed","12344013",2923,396,198,7,2020
"John Reed","12344013",2527,323,161.5,6,2020
"John Reed","12344013",2204,568,284,5,2020
"John Reed","12344013",1636,301,150.5,4,2020
"John Reed","12344013",1335,552,276,3,2020
"John Reed","12344013",783,483,241.5,2,2020
"John Reed","12344013",300,300,150,1,2020
"Johnny Depp","12344012",30541,387,193.5,8,2025
"Johnny Depp","12344012",30154,313,156.5,7,2025
"Johnny Depp","12344012",29841,565,282.5,6,2025
"Johnny Depp","12344012",29276,341,170.5,5,2025
"Johnny Depp","12344012",28935,590,295,4,2025
"Johnny Depp","12344012",28345,381,190.5,3,2025
"Johnny Depp","12344012",27964,433,216.5,2,2025
"Johnny Depp","12344012",27531,456,228,1,2025
"Johnny Depp","12344012",27075,363,181.5,12,2024
"Johnny Depp","12344012",26712,301,150.5,11,2024
"Johnny Depp","12344012",26411,522,261,10,2024
"Johnny Depp","12344012",25889,503,251.5,9,2024
"Johnny Depp","12344012",25386,389,194.5,8,2024
"Johnny Depp","12344012",24997,387,193.5,7,2024
"Johnny Depp","12344012",24610,510,255,6,2024
"Johnny Depp","12344012",24100,529,264.5,5,2024
"Johnny Depp","12344012",23571,544,272,4,2024
"Johnny Depp","12344012",23027,438,219,3,2024
"Johnny Depp","12344012",22589,356,178,2,2024
"Johnny Depp","12344012",22233,320,160,1,2024
"Johnny Depp","12344012",21913,314,157,12,2023
"Johnny Depp","12344012",21599,524,262,11,2023
"Johnny Depp","12344012",21075,536,268,10,2023
"Johnny Depp","12344012",20539,536,268,9,2023
"Johnny Depp","12344012",20003,495,247.5,8,2023
"Johnny Depp","12344012",19508,309,154.5,7,2023
"Johnny Depp","12344012",19199,490,245,6,2023
"Johnny Depp","12344012",18709,505,252.5,5,2023
"Johnny Depp","12344012",18204,346,173,4,2023
"Johnny Depp","12344012",17858,357,178.5,3,2023
"Johnny Depp","12344012",17501,315,157.5,2,2023
"Johnny Depp","12344012",17186,549,274.5,1,2023
"Johnny Depp","12344012",16637,438,219,12,2022
"Johnny Depp","12344012",16199,597,298.5,11,2022
"Johnny Depp","12344012",15602,465,232.5,10,2022
"Johnny Depp","12344012",15137,572,286,9,2022
"Johnny Depp","12344012",14565,352,176,8,2022
"Johnny Depp","12344012",14213,521,260.5,7,2022
"Johnny Depp","12344012",13692,519,259.5,6,2022
"Johnny Depp","12344012",13173,423,211.5,5,2022
"Johnny Depp","12344012",12750,420,210,4,2022
"Johnny Depp","12344012",12330,444,222,3,2022
"Johnny Depp","12344012",11886,474,237,2,2022
"Johnny Depp","12344012",11412,529,264.5,1,2022
"Johnny Depp","12344012",10883,382,191,12,2021
"Johnny Depp","12344012",10501,475,237.5,11,2021
"Johnny Depp","12344012",10026,399,199.5,10,2021
"Johnny Depp","12344012",9627,357,178.5,9,2021
"Johnny Depp","12344012",9270,304,152,8,2021
"Johnny Depp","12344012",8966,495,247.5,7,2021
"Johnny Depp","12344012",8471,411,205.5,6,2021
"Johnny Depp","12344012",8060,490,245,5,2021
"Johnny Depp","12344012",7570,460,230,4,2021
"Johnny Depp","12344012",7110,524,262,3,2021
"Johnny Depp","12344012",6586,300,150,2,2021
"Johnny Depp","12344012",6286,481,240.5,1,2021
"Johnny Depp","12344012",5805,470,235,12,2020
"Johnny Depp","12344012",5335,553,276.5,11,2020
"Johnny Depp","12344012",4782,569,284.5,10,2020
"Johnny Depp","12344012",4213,393,196.5,9,2020
"Johnny Depp","12344012",3820,514,257,8,2020
"Johnny Depp","12344012",3306,492,246,7,2020
"Johnny Depp","12344012",2814,477,238.5,6,2020
"Johnny Depp","12344012",2337,596,298,5,2020
"Johnny Depp","12344012",1741,470,235,4,2020
"Johnny Depp","12344012",1271,573,286.5,3,2020
"Johnny Depp","12344012",698,398,199,2,2020
"Johnny Depp","12344012",300,300,150,1,2020
"John Hubbard","12344011",30554,495,247.5,8,2025
"John Hubbard","12344011",30059,413,206.5,7,2025
"John Hubbard","12344011",29646,585,292.5,6,2025
"John Hubbard","12344011",29061,489,244.5,5,2025
"John Hubbard","12344011",28572,441,220.5,4,2025
"John Hubbard","12344011",28131,565,282.5,3,2025
"John Hubbard","12344011",27566,364,182,2,2025
"John Hubbard","12344011",27202,379,189.5,1,2025
"John Hubbard","12344011",26823,413,206.5,12,2024
"John Hubbard","12344011",26410,483,241.5,11,2024
"John Hubbard","12344011",25927,469,234.5,10,2024
"John Hubbard","12344011",25458,379,189.5,9,2024
"John Hubbard","12344011",25079,360,180,8,2024
"John Hubbard","12344011",24719,495,247.5,7,2024
"John Hubbard","12344011",24224,328,164,6,2024
"John Hubbard","12344011",23896,467,233.5,5,2024
"John Hubbard","12344011",23429,578,289,4,2024
"John Hubbard","12344011",22851,533,266.5,3,2024
"John Hubbard","12344011",22318,421,210.5,2,2024
"John Hubbard","12344011",21897,414,207,1,2024
"John Hubbard","12344011",21483,542,271,12,2023
"John Hubbard","12344011",20941,343,171.5,11,2023
"John Hubbard","12344011",20598,504,252,10,2023
"John Hubbard","12344011",20094,396,198,9,2023
"John Hubbard","12344011",19698,431,215.5,8,2023
"John Hubbard","12344011",19267,402,201,7,2023
"John Hubbard","12344011",18865,552,276,6,2023
"John Hubbard","12344011",18313,323,161.5,5,2023
"John Hubbard","12344011",17990,347,173.5,4,2023
"John Hubbard","12344011",17643,439,219.5,3,2023
"John Hubbard","12344011",17204,546,273,2,2023
"John Hubbard","12344011",16658,600,300,1,2023
"John Hubbard","12344011",16058,549,274.5,12,2022
"John Hubbard","12344011",15509,386,193,11,2022
"John Hubbard","12344011",15123,407,203.5,10,2022
"John Hubbard","12344011",14716,454,227,9,2022
"John Hubbard","12344011",14262,593,296.5,8,2022
"John Hubbard","12344011",13669,423,211.5,7,2022
"John Hubbard","12344011",13246,350,175,6,2022
"John Hubbard","12344011",12896,531,265.5,5,2022
"John Hubbard","12344011",12365,408,204,4,2022
"John Hubbard","12344011",11957,312,156,3,2022
"John Hubbard","12344011",11645,411,205.5,2,2022
"John Hubbard","12344011",11234,454,227,1,2022
